DateAware,DateSubmitted,BreachCause,DateStart,DateEnd,BreachedEntity,CyberattackType,ResidentsAffected,IndustryType,Year,DaysToContainBreach,DaysOfExposure,DaysElapsedBeforeNotification,StateAffected,Id,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysOfExposureRange,EntityState
6/6/17,10/16/17,Cyberattack,3/10/17,6/7/17,Capital One Merchants (Spark Pay Online),Malware,"1,352",Business,"2,018",1,89,132,,"10,498",Web Services,"2,018",2018,"1,000-9,999",Jan-99,88,89,TRUE,,FALSE,Jan-99,
9/26/20,7/13/21,Cyberattack,6/3/20,9/26/20,Arthur J. Gallagher & Co.,Ransomware,"72,378",Finance,"2,021",0,115,290,,"10,497",,"2,021",2021,"50,000-999,999",100-199,115,115,TRUE,,TRUE,100-199,
4/26/21,7/9/21,Cyberattack,3/8/21,4/26/21,"CSI Financial Services, LLC",Phishing,"4,255",Finance,"2,021",0,49,74,,"10,496",,"2,021",2021,"1,000-9,999",Jan-99,49,49,TRUE,,TRUE,Jan-99,
10/12/20,7/2/21,Cyberattack,10/8/20,10/13/20,"The Paradies Shops, LLC",Ransomware,657,Business,"2,021",1,5,263,,"10,495",Hospitality,"2,021",2021,500-999,Jan-99,4,5,TRUE,,FALSE,Jan-99,
5/20/21,7/2/21,Cyberattack,,,Morgan Stanley,Malware,"2,080",Finance,"2,021",,,43,,"10,494",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
1/1/21,7/1/21,Cyberattack,,1/16/21,"Nevada Restaurant Services, Inc.",Malware,"3,241",Business,"2,021",15,,181,,"10,493",Professional Services,"2,021",2021,"1,000-9,999",Unknown,,,TRUE,,FALSE,Unknown,
4/26/21,6/30/21,Cyberattack,4/22/21,4/30/21,Marsh McLennan,Other,"2,550",Finance,"2,021",4,8,65,,"10,492",,"2,021",2021,"1,000-9,999",Jan-99,4,8,TRUE,,FALSE,Jan-99,
4/26/21,6/28/21,Cyberattack,4/25/21,,"Ankle and Foot Physicians and Surgeons, PLLC",Ransomware,"4,996",Health,"2,021",,,63,,"10,491",,"2,021",2021,"1,000-9,999",Unknown,1,,FALSE,,FALSE,Unknown,
5/3/21,6/23/21,Cyberattack,5/21/20,5/3/21,"Asset Marketing Services, LLC d/b/a GovMint.com",Malware,"1,332",Business,"2,021",0,347,51,,"10,489",Retail,"2,021",2021,"1,000-9,999",300-399,347,347,TRUE,,TRUE,300-399,
2/12/21,6/22/21,Cyberattack,,,Royal Caribbean Group,Phishing,502,Business,"2,021",,,130,,"10,488",Hospitality,"2,021",2021,500-999,Unknown,,,FALSE,,FALSE,Unknown,
5/19/21,6/18/21,Unauthorized Access,5/17/21,5/19/21,"Maximus, Inc.",,"2,560",Business,"2,021",0,2,30,,"10,486",Professional Services,"2,021",2021,"1,000-9,999",Jan-99,2,2,TRUE,,TRUE,Jan-99,
4/7/21,6/18/21,Cyberattack,8/16/20,4/29/21,"Herff Jones, LLC",Malware,"17,316",Business,"2,021",22,256,72,,"10,485",Retail,"2,021",2021,"10,000-49,999",200-299,234,256,TRUE,,FALSE,200-299,
3/17/23,4/21/23,Cyberattack,3/6/23,3/20/23,American Bar Association,Other,"27,736",Non-Profit/Charity,"2,023",3,14,35,IL,"15,004",,"2,023",2023,"10,000-49,999",Jan-99,11,14,TRUE,,FALSE,Jan-99,IL
4/18/23,4/21/23,Cyberattack,3/22/23,3/22/23,Sno-Isle Regional Library System,Phishing,531,Government,"2,023",0,0,3,WA,"15,005",,"2,023",2023,500-999,Jan-99,27,27,FALSE,27,FALSE,0,WA
2/14/23,4/28/23,Cyberattack,2/11/23,2/14/23,Pierce County Public Transportation Benefit Area Corporation,Ransomware,"4,813",Government,"2,023",0,3,73,WA,"15,028",,"2,023",2023,"1,000-9,999",Jan-99,3,3,TRUE,,TRUE,Jan-99,WA
3/10/23,4/26/23,Cyberattack,3/9/23,3/10/23,"Carrington Mortgage Services, LLC",Ransomware,"5,032",Finance,"2,023",0,1,47,CA,"15,029",,"2,023",2023,"1,000-9,999",Jan-99,1,1,TRUE,,TRUE,Jan-99,CA
3/2/23,4/29/23,Cyberattack,2/20/23,2/20/23,Cadence Innovations Group,Malware,541,Business,"2,023",0,0,58,UT,"15,030",Software,"2,023",2023,500-999,Jan-99,10,10,FALSE,10,FALSE,0,UT
3/9/23,5/2/23,Cyberattack,2/22/23,3/9/23,"Carvin Software, LLC",Malware,"9,606",Business,"2,023",0,15,54,AZ,"15,031",Software,"2,023",2023,"1,000-9,999",Jan-99,15,15,TRUE,,TRUE,Jan-99,AZ
3/30/23,5/3/23,Unauthorized Access,3/29/23,4/14/23,"NextGen Healthcare, Inc. ",,"21,981",Health,"2,023",15,16,34,CA,"15,056",,"2,023",2023,"10,000-49,999",Jan-99,1,16,TRUE,,FALSE,Jan-99,CA
3/5/23,5/17/23,Cyberattack,1/14/23,3/5/23,Sysco Corporation,Other,"1,977",Business,"2,023",0,50,73,TX,"15,073",Other,"2,023",2023,"1,000-9,999",Jan-99,50,50,TRUE,,TRUE,Jan-99,TX
2/4/23,5/16/23,Unauthorized Access,1/29/23,1/31/23,HumanGood Washington,,"1,411",Business,"2,023",0,2,101,CA,"15,075",Other,"2,023",2023,"1,000-9,999",Jan-99,6,6,FALSE,4,FALSE,Jan-99,CA
3/4/21,12/22/22,Cyberattack,,,Your Patient Advisor by Captify Health,Malware,"36,364",Business,"2,023",,,658,,"15,100",Retail,"2,023",2023,"10,000-49,999",Unknown,,,FALSE,,FALSE,Unknown,
5/11/23,5/19/23,Unauthorized Access,,,University of Puget Sound,,623,Education,"2,023",,,8,,"15,130",,"2,023",2023,500-999,Unknown,,,FALSE,,FALSE,Unknown,
11/29/22,5/30/23,Unauthorized Access,11/29/22,11/29/22,Over The Top (OTT),,"22,723",Business,"2,023",0,0,182,CA,"15,156",Other,"2,023",2023,"10,000-49,999",0,0,0,TRUE,,TRUE,0,CA
4/16/23,5/31/23,Unauthorized Access,3/23/23,,"Stanford, Munko, & Co. PLLC",,"3,086",Finance,"2,023",,,45,WA ,"15,158",,"2,023",2023,"1,000-9,999",Unknown,24,,FALSE,,FALSE,Unknown,WA 
9/1/21,5/22/23,Unauthorized Access,4/5/19,10/10/21,Apria Healthcare LLC,,"69,686",Health,"2,023",39,919,628,IN,"15,159",,"2,023",2023,"50,000-999,999",500+,880,919,TRUE,,FALSE,500+,IN
2/4/23,5/22/23,Cyberattack,2/1/23,2/6/23,"NCB Management Services, Inc.",Ransomware,"15,899",Finance,"2,023",2,5,107,PA,"15,162",,"2,023",2023,"10,000-49,999",Jan-99,3,5,TRUE,,FALSE,Jan-99,PA
3/25/23,5/24/23,Cyberattack,3/15/23,3/25/23,"SLT Lending SPV, Inc.",Ransomware,"1,748",Business,"2,023",0,10,60,WA,"15,163",Retail,"2,023",2023,"1,000-9,999",Jan-99,10,10,TRUE,,TRUE,Jan-99,WA
4/22/23,5/23/23,Cyberattack,4/21/23,,"Heavy Hammer, Inc.",Ransomware,563,Business,"2,023",,,31,MD,"15,164",Real Estate,"2,023",2023,500-999,Unknown,1,,FALSE,,FALSE,Unknown,MD
4/18/23,5/25/23,Unauthorized Access,4/18/23,4/18/23,"European Wax Center, Inc. ",,"1,592",Business,"2,023",0,0,37,TX,"15,170",Cosmetic,"2,023",2023,"1,000-9,999",0,0,0,TRUE,,TRUE,0,TX
4/26/23,5/26/23,Cyberattack,2/1/23,2/4/23,Capital One,Ransomware,605,Finance,"2,023",0,3,30,VA,"15,171",,"2,023",2023,500-999,Jan-99,84,84,FALSE,81,FALSE,Jan-99,VA
3/6/23,5/26/23,Cyberattack,2/26/23,3/7/23,"Managed Care of North America, Inc.",Malware,"13,823",Health,"2,023",1,9,81,GA,"15,176",,"2,023",2023,"10,000-49,999",Jan-99,8,9,TRUE,,FALSE,Jan-99,GA
12/15/22,6/5/23,Cyberattack,12/15/22,12/19/22,"Reventics, LLC",Ransomware,"4,764",Health,"2,023",4,4,172,CO,"15,180",,"2,023",2023,"1,000-9,999",Jan-99,0,4,TRUE,,FALSE,Jan-99,CO
12/28/22,6/7/23,Cyberattack,12/15/22,12/28/22,"CGM, Inc.",Ransomware,"4,174",Business,"2,023",0,13,161,GA,"15,205",Professional Services,"2,023",2023,"1,000-9,999",Jan-99,13,13,TRUE,,TRUE,Jan-99,GA
4/14/23,6/14/23,Cyberattack,4/14/23,5/31/23,International Chapter of the P.E.O. Sisterhood,Ransomware,"3,450",Non-Profit/Charity,"2,023",47,47,61,IA,"15,207",,"2,023",2023,"1,000-9,999",Jan-99,0,47,TRUE,,FALSE,Jan-99,IA
11/2/22,4/12/23,Unauthorized Access,10/26/22,10/29/22,Prescott College,,"7,164",Education,"2,023",0,3,161,,"15,221",,"2,023",2023,"1,000-9,999",Jan-99,7,7,FALSE,4,FALSE,Jan-99,
4/17/23,6/15/23,Cyberattack,3/28/23,4/17/23,Harvard Pilgrim Health Care,Ransomware,"6,529",Health,"2,023",0,20,59,MA,"15,227",Other,"2,023",2023,"1,000-9,999",Jan-99,20,20,TRUE,,TRUE,Jan-99,MA
3/24/23,6/20/23,Cyberattack,2/23/23,3/1/23,Mondelez Global LLC,Phishing,"1,102",Business,"2,023",0,6,88,IL,"15,228",Consumable,"2,023",2023,"1,000-9,999",Jan-99,29,29,FALSE,23,FALSE,Jan-99,IL
5/18/23,6/21/23,Unauthorized Access,12/20/22,5/18/23,USAA,,546,Finance,"2,023",0,149,34,TX,"15,229",,"2,023",2023,500-999,100-199,149,149,TRUE,,TRUE,100-199,TX
6/7/23,6/23/23,Unauthorized Access,5/29/23,5/30/23,Wilton Reassurance Company,,"8,148",Business,"2,023",0,1,16,CT,"15,234",Professional Services,"2,023",2023,"1,000-9,999",Jan-99,9,9,FALSE,8,FALSE,Jan-99,CT
1/29/23,6/23/23,Theft or Mistake,1/29/23,1/29/23,David Douglas School District,,"1,148",Education,"2,023",0,0,145,OR,"15,242",,"2,023",2023,"1,000-9,999",0,0,0,TRUE,,TRUE,0,OR
12/6/22,6/27/23,Cyberattack,11/14/22,12/6/22,Clallam County Public Utility District,Phishing,"1,140",Government,"2,023",0,22,203,WA,"15,246",,"2,023",2023,"1,000-9,999",Jan-99,22,22,TRUE,,TRUE,Jan-99,WA
6/4/23,6/28/23,Cyberattack,5/29/23,5/30/23,Talcott Resolution Life Insurance Company,Other,"12,525",Business,"2,023",0,1,24,CT,"15,248",Other,"2,023",2023,"10,000-49,999",Jan-99,6,6,FALSE,5,FALSE,Jan-99,CT
10/21/22,6/28/23,Cyberattack,10/21/22,10/21/22,Sebastian Kanczugowski,Phishing,994,Finance,"2,023",0,0,250,WA,"15,249",,"2,023",2023,500-999,0,0,0,TRUE,,TRUE,0,WA
6/14/23,6/30/23,Cyberattack,5/30/23,5/31/23,"Clearwater Credit Union (""Clearwater"")",Malware,518,Finance,"2,023",0,1,16,MT,"15,250",,"2,023",2023,500-999,Jan-99,15,15,FALSE,14,FALSE,Jan-99,MT
3/14/23,6/30/23,Unauthorized Access,12/25/22,3/15/23,Lansing Community College,,"1,120",Education,"2,023",1,80,108,MI,"15,251",,"2,023",2023,"1,000-9,999",Jan-99,79,80,TRUE,,FALSE,Jan-99,MI
5/31/23,6/30/23,Cyberattack,5/27/23,,Bristol Myers Squibb,Malware,"2,231",Health,"2,023",,,30,WA,"15,307",,"2,023",2023,"1,000-9,999",Unknown,4,,FALSE,,FALSE,Unknown,WA
6/6/23,7/12/23,Cyberattack,5/29/23,5/30/23,Transamerica Life Insurance Company,Ransomware,"54,773",Finance,"2,023",0,1,36,Iowa,"15,308",,"2,023",2023,"50,000-999,999",Jan-99,8,8,FALSE,7,FALSE,Jan-99,Iowa
3/13/23,6/30/23,Unauthorized Access,3/7/23,3/7/23,"Orrick, Herrington & Sutcliffe LLP",,"6,376",Business,"2,023",0,0,109,CA,"15,310",Legal,"2,023",2023,"1,000-9,999",Jan-99,6,6,FALSE,6,FALSE,0,CA
1/30/23,6/30/23,Unauthorized Access,1/28/23,1/30/23,Imagine360,Unclear/unknown,"1,478",Health,"2,023",0,2,151,PA,"15,315",,"2,023",2023,"1,000-9,999",Jan-99,2,2,TRUE,,TRUE,Jan-99,PA
6/6/23,7/6/23,Cyberattack,11/24/21,12/14/22,LEM Products Direct LLC,Other,640,Business,"2,023",0,385,30,OH,"15,317",Retail,"2,023",2023,500-999,500+,559,559,FALSE,174,FALSE,300-399,OH
6/15/23,7/10/23,Cyberattack,5/31/23,6/1/23,Premera Blue Cross,Ransomware,"33,237",Health,"2,023",0,1,25,WA,"15,322",,"2,023",2023,"10,000-49,999",Jan-99,15,15,FALSE,14,FALSE,Jan-99,WA
3/30/22,7/10/23,Unauthorized Access,3/23/22,3/30/22,ARx Patient Solutions,,517,Health,"2,023",0,7,467,KS,"15,323",,"2,023",2023,500-999,Jan-99,7,7,TRUE,,TRUE,Jan-99,KS
6/8/23,7/17/23,Cyberattack,5/29/23,5/30/23,"Milliman Solutions, LLC d/b/a Milliman Intelliscript",Ransomware,"17,235",Finance,"2,023",0,1,39,WA ,"15,351",,"2,023",2023,"10,000-49,999",Jan-99,10,10,FALSE,9,FALSE,Jan-99,WA 
6/13/23,7/17/23,Cyberattack,5/31/23,6/1/23,"Fidelity National Information Services, Inc. / Sound Community Bank",Ransomware,"13,795",Finance,"2,023",0,1,34,,"15,357",,"2,023",2023,"10,000-49,999",Jan-99,13,13,FALSE,12,FALSE,Jan-99,
6/2/23,7/10/23,Cyberattack,5/30/23,5/30/23,PH TECH,Ransomware,"3,288",Health,"2,023",0,0,38,OR,"15,358",,"2,023",2023,"1,000-9,999",Jan-99,3,3,FALSE,3,FALSE,0,OR
6/1/23,7/20/23,Cyberattack,6/1/23,6/1/23,1st Source Bank,Ransomware,771,Finance,"2,023",0,0,49,IN,"15,367",,"2,023",2023,500-999,0,0,0,TRUE,,TRUE,0,IN
2/7/23,7/28/23,Unauthorized Access,2/7/23,,"Hot Topic, Inc.",,"2,348",Business,"2,024",,,171,,"15,371",Retail,"2,024",2024,"1,000-9,999",Unknown,0,,FALSE,,FALSE,Unknown,
6/26/23,7/11/23,Unauthorized Access,11/18/18,11/18/18,Tacoma-Pierce County Health Department,,"9,500",Government,"2,023",0,0,15,WA,"15,372",,"2,023",2023,"1,000-9,999",500+,"1,681","1,681",FALSE,"1,681",FALSE,0,WA
2/23/22,9/1/22,Unauthorized Access,,,"MMA Operations, Inc.",,"1,378",Business,"2,023",,,190,,"15,398",Other,"2,023",2023,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
6/2/23,7/12/23,Cyberattack,5/29/23,5/30/23,"Pension Benefit Information, LLC  ",Other,"18,856",Business,"2,023",0,1,40,MN,"15,402",Professional Services,"2,023",2023,"10,000-49,999",Jan-99,4,4,FALSE,3,FALSE,Jan-99,MN
5/24/23,7/14/23,Unauthorized Access,4/26/23,5/24/23,Idea 247 Inc. (d/b/a Idea Financial),,671,Finance,"2,023",0,28,51,FL,"15,404",,"2,023",2023,500-999,Jan-99,28,28,TRUE,,TRUE,Jan-99,FL
6/20/23,7/17/23,Unauthorized Access,5/28/23,5/30/23,Quorum Federal Credit Union,,802,Finance,"2,023",0,2,27,NY,"15,406",,"2,023",2023,500-999,Jan-99,23,23,FALSE,21,FALSE,Jan-99,NY
5/31/23,7/19/23,Cyberattack,5/27/23,5/31/23,Rite Aid Corporation,Other,"1,409",Health,"2,023",0,4,49,PA,"15,407",,"2,023",2023,"1,000-9,999",Jan-99,4,4,TRUE,,TRUE,Jan-99,PA
6/20/23,7/20/23,Cyberattack,5/29/23,5/30/23,Athene Annuity and Life Company and its affiliates,Other,"3,814",Business,"2,023",0,1,30,IA,"15,408",Other,"2,023",2023,"1,000-9,999",Jan-99,22,22,FALSE,21,FALSE,Jan-99,IA
6/6/23,7/21/23,Cyberattack,11/24/21,12/14/22,"Creedmoor Sports, Inc.",Unclear/unknown,518,Business,"2,023",0,385,45,WA,"15,409",Retail,"2,023",2023,500-999,500+,559,559,FALSE,174,FALSE,300-399,WA
6/20/23,7/20/23,Cyberattack,5/29/23,5/30/23,"Fidelity & Guaranty Life Insurance Company (""F&G"")",Unclear/unknown,"12,229",Finance,"2,023",0,1,30,IA,"15,418",,"2,023",2023,"10,000-49,999",Jan-99,22,22,FALSE,21,FALSE,Jan-99,IA
6/3/23,7/21/23,Cyberattack,5/29/23,5/30/23,Aurora National Life Assurance Company,Other,"3,670",Finance,"2,023",0,1,48,MO,"15,419",,"2,023",2023,"1,000-9,999",Jan-99,5,5,FALSE,4,FALSE,Jan-99,MO
7/13/23,7/24/23,Theft or Mistake,,7/14/23,"Togetherwork Holdings, LLC",,866,Business,"2,024",1,,11,WA,"15,424",Software,"2,024",2024,500-999,Unknown,,,TRUE,,FALSE,Unknown,WA
6/20/23,7/24/23,Unauthorized Access,5/29/23,5/30/23,Jackson National Life Insurance Company,,"22,709",Finance,"2,024",0,1,34,MI,"15,425",,"2,024",2024,"10,000-49,999",Jan-99,22,22,FALSE,21,FALSE,Jan-99,MI
6/2/23,7/25/23,Cyberattack,5/29/23,5/30/23,"Corebridge Financial, Inc.",Other,"101,027",Business,"2,024",0,1,53,TX,"15,428",Other,"2,024",2024,"50,000-999,999",Jan-99,4,4,FALSE,3,FALSE,Jan-99,TX
5/31/23,7/25/23,Cyberattack,5/29/23,5/29/23,The Johns Hopkins University,Other,608,Education,"2,024",0,0,55,MD,"15,430",,"2,024",2024,500-999,Jan-99,2,2,FALSE,2,FALSE,0,MD
6/1/23,7/26/23,Cyberattack,5/27/23,5/27/23,UnitedHealthcare Student Resources,Other,"1,592",Health,"2,024",0,0,55,CT,"15,433",,"2,024",2024,"1,000-9,999",Jan-99,5,5,FALSE,5,FALSE,0,CT
6/8/23,7/26/23,Cyberattack,11/24/21,12/14/22,"HRM Enterprises, Inc.",Unclear/unknown,"1,414",Business,"2,024",0,385,48,OH,"15,437",Retail,"2,024",2024,"1,000-9,999",500+,561,561,FALSE,176,FALSE,300-399,OH
6/19/23,7/27/23,Cyberattack,5/29/23,5/30/23,"Lumico Life Insurance Company, Elips Life Insurance Company",Other,"6,209",Business,"2,024",0,1,38,NY,"15,438",Other,"2,024",2024,"1,000-9,999",Jan-99,21,21,FALSE,20,FALSE,Jan-99,NY
6/9/23,7/27/23,Cyberattack,5/29/23,5/30/23,"Teachers Insurance and Annuity Association of America (""TIAA",Ransomware,"56,331",Finance,"2,024",0,1,48,NY,"15,439",,"2,024",2024,"50,000-999,999",Jan-99,11,11,FALSE,10,FALSE,Jan-99,NY
6/21/23,7/27/23,Unauthorized Access,5/29/23,5/30/23,The Prudential Insurance Company of America,,"41,529",Education,"2,024",0,1,36,NJ,"15,449",,"2,024",2024,"10,000-49,999",Jan-99,23,23,FALSE,22,FALSE,Jan-99,NJ
6/9/23,7/28/23,Cyberattack,5/29/23,5/30/23,"TIAA Kaspick, LLC (""Kaspick"")",Ransomware,"1,235",Finance,"2,024",0,1,49,MA,"15,450",,"2,024",2024,"1,000-9,999",Jan-99,11,11,FALSE,10,FALSE,Jan-99,MA
2/9/23,7/28/23,Cyberattack,11/30/22,2/9/23,Clear Spring Life and Annuity Company,Ransomware,"1,125",Finance,"2,024",0,71,169,IN,"15,451",,"2,024",2024,"1,000-9,999",Jan-99,71,71,TRUE,,TRUE,Jan-99,IN
6/24/23,7/28/23,Cyberattack,6/14/23,6/24/23,"Cupertino Electric, Inc.",Ransomware,884,Business,"2,024",0,10,34,CA,"15,452",Construction,"2,024",2024,500-999,Jan-99,10,10,TRUE,,TRUE,Jan-99,CA
6/3/23,8/4/23,Unauthorized Access,5/29/23,5/30/23,Hartford Life and Accident Insurance Company,,"17,839",Finance,"2,024",0,1,62,,"15,453",,"2,024",2024,"10,000-49,999",Jan-99,5,5,FALSE,4,FALSE,Jan-99,
6/7/23,7/28/23,Unauthorized Access,5/29/23,5/30/23,The Global Atlantic Financial Group LLC,,"62,433",Finance,"2,024",0,1,51,NY,"15,460",,"2,024",2024,"50,000-999,999",Jan-99,9,9,FALSE,8,FALSE,Jan-99,NY
7/5/23,8/1/23,Theft or Mistake,6/29/23,7/5/23,HCA Healthcare,,"7,500",Health,"2,024",0,6,27,TN,"15,461",,"2,024",2024,"1,000-9,999",Jan-99,6,6,TRUE,,TRUE,Jan-99,TN
5/19/23,8/1/23,Unauthorized Access,,5/18/23,Progressive Casualty Insurance Company,,"8,325",Business,"2,024",0,,74,OH,"15,463",Other,"2,024",2024,"1,000-9,999",Unknown,,,FALSE,1,FALSE,Unknown,OH
6/9/23,8/2/23,Cyberattack,5/29/23,5/30/23,TIAA-CREF Life Insurance Company,Ransomware,904,Finance,"2,024",0,1,54,NY,"15,464",,"2,024",2024,500-999,Jan-99,11,11,FALSE,10,FALSE,Jan-99,NY
7/10/23,8/3/23,Cyberattack,3/1/23,6/2/23,"Etz Hayim Holdings, S.P.C. d/b/a Lazarus Natural",Other,"1,940",Business,"2,024",0,93,24,WA,"15,465",Retail,"2,024",2024,"1,000-9,999",100-199,131,131,FALSE,38,FALSE,Jan-99,WA
6/13/23,8/4/23,Cyberattack,5/27/23,5/31/23,MidFirst Bank,Other,"6,097",Finance,"2,024",0,4,52,OK,"15,466",,"2,024",2024,"1,000-9,999",Jan-99,17,17,FALSE,13,FALSE,Jan-99,OK
5/30/23,8/8/23,Cyberattack,5/28/23,5/30/23,"TD Ameritrade, Inc. and Charles Schwab & Co., Inc.",Malware,"1,662",Finance,"2,024",0,2,70,TX,"15,467",,"2,024",2024,"1,000-9,999",Jan-99,2,2,TRUE,,TRUE,Jan-99,TX
5/31/23,8/9/23,Cyberattack,5/28/23,5/28/23,"American National Group, LLC and its insurance subsidiaries ",Other,"24,274",Finance,"2,024",0,0,70,TX,"15,480",,"2,024",2024,"10,000-49,999",Jan-99,3,3,FALSE,3,FALSE,0,TX
5/31/23,8/9/23,Cyberattack,5/27/23,5/31/23,Ernst & Young LLP,Other,"1,129",Business,"2,024",0,4,70,NY,"15,481",Professional Services,"2,024",2024,"1,000-9,999",Jan-99,4,4,TRUE,,TRUE,Jan-99,NY
5/12/23,8/9/23,Cyberattack,4/25/23,5/12/23,"Associated Materials, LLC",Ransomware,660,Business,"2,024",0,17,89,OH,"15,488",Manufacturing,"2,024",2024,500-999,Jan-99,17,17,TRUE,,TRUE,Jan-99,OH
5/31/23,8/10/23,Cyberattack,5/29/23,5/30/23,MassMutual Ascend Life Insurance Company,Other,"18,675",Business,"2,024",0,1,71,OH,"15,489",Other,"2,024",2024,"10,000-49,999",Jan-99,2,2,FALSE,1,FALSE,Jan-99,OH
7/5/23,8/10/23,Theft or Mistake,7/6/21,5/24/23,"IEC Group Inc., dba AmeriBen",,662,Health,"2,024",0,687,36,ID,"15,490",,"2,024",2024,500-999,500+,729,729,FALSE,42,FALSE,500+,ID
3/14/23,8/11/23,Cyberattack,3/12/23,3/13/23,"BrightSpring Health Services, Inc. ",Ransomware,"28,194",Health,"2,024",0,1,150,KS,"15,491",,"2,024",2024,"10,000-49,999",Jan-99,2,2,FALSE,1,FALSE,Jan-99,KS
1/17/23,8/11/23,Unauthorized Access,12/12/22,1/17/23,Hub International Limited,,"31,755",Business,"2,024",0,36,206,IL,"15,492",Other,"2,024",2024,"10,000-49,999",Jan-99,36,36,TRUE,,TRUE,Jan-99,IL
6/21/23,8/11/23,Cyberattack,,,"Fidelity National Information Services, Inc. / Umpqua Bank",Malware,"145,274",Finance,"2,024",,,51,,"15,493",,"2,024",2024,"50,000-999,999",Unknown,,,FALSE,,FALSE,Unknown,
6/30/23,8/11/23,Cyberattack,,,"EP Global Production Solutions, LLC",Ransomware,"2,758",Business,"2,024",,,42,CA,"15,524",Other,"2,024",2024,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,CA
2/3/23,8/16/23,Cyberattack,1/31/23,2/3/23,"Regal Securities, Inc",Ransomware,600,Finance,"2,024",0,3,194,IL,"15,528",,"2,024",2024,500-999,Jan-99,3,3,TRUE,,TRUE,Jan-99,IL
6/4/23,8/21/23,Cyberattack,5/31/23,6/1/23,Unum Group,Other,"4,186",Finance,"2,024",0,1,78,ME,"15,529",,"2,024",2024,"1,000-9,999",Jan-99,4,4,FALSE,3,FALSE,Jan-99,ME
5/31/23,8/24/23,Unauthorized Access,5/28/23,5/28/23,Cognisight (Providence ElderPlace - Washington),,542,Health,"2,024",0,0,85,WA,"15,534",,"2,024",2024,500-999,Jan-99,3,3,FALSE,3,FALSE,0,WA
6/22/23,8/23/23,Cyberattack,5/29/23,5/31/23,Sun Life,Ransomware,"4,097",Business,"2,024",0,2,62,WA,"15,535",Other,"2,024",2024,"1,000-9,999",Jan-99,24,24,FALSE,22,FALSE,Jan-99,WA
3/7/23,8/23/23,Cyberattack,3/2/23,3/7/23,R&B Corporation of Virginia d/b/a Credit Control Corporation,Ransomware,"1,564",Business,"2,024",0,5,169,VA,"15,536",Other,"2,024",2024,"1,000-9,999",Jan-99,5,5,TRUE,,TRUE,Jan-99,VA
4/17/23,8/25/23,Cyberattack,3/28/23,4/17/23,United Health Care (Harvard Pilgrim Health Care),Ransomware,"1,025",Health,"2,024",0,20,130,MA,"15,557",,"2,024",2024,"1,000-9,999",Jan-99,20,20,TRUE,,TRUE,Jan-99,MA
5/31/23,8/21/23,Cyberattack,5/28/23,5/30/23,Oak Ridge Associated Universities,Other,"1,671",Education,"2,024",0,2,82,TN,"15,558",,"2,024",2024,"1,000-9,999",Jan-99,3,3,FALSE,1,FALSE,Jan-99,TN
2/22/23,8/25/23,Cyberattack,1/16/23,2/22/23,"PurFoods, LLC",Ransomware,"9,094",Business,"2,024",0,37,184,IA,"15,559",Other,"2,024",2024,"1,000-9,999",Jan-99,37,37,TRUE,,TRUE,Jan-99,IA
6/6/23,8/14/23,Cyberattack,5/29/23,5/30/23,Fidelity Life Association,Ransomware,"3,479",Business,"2,024",0,1,69,IL,"15,568",Other,"2,024",2024,"1,000-9,999",Jan-99,8,8,FALSE,7,FALSE,Jan-99,IL
6/12/23,8/23/23,Unauthorized Access,5/27/23,5/30/23,"Sovos Compliance, LLC",,"11,103",Finance,"2,024",0,3,72,MA,"15,569",,"2,024",2024,"10,000-49,999",Jan-99,16,16,FALSE,13,FALSE,Jan-99,MA
5/31/23,8/24/23,Unauthorized Access,5/30/23,5/31/23,"Chevron Federal Credit Union (""CFCU"")",,947,Finance,"2,024",0,1,85,CA,"15,574",,"2,024",2024,500-999,Jan-99,1,1,TRUE,,TRUE,Jan-99,CA
7/6/23,8/24/23,Cyberattack,5/29/23,5/30/23,New York Life Insurance Company,Other,"1,622",Finance,"2,024",0,1,49,NY,"15,576",,"2,024",2024,"1,000-9,999",Jan-99,38,38,FALSE,37,FALSE,Jan-99,NY
6/27/23,8/30/23,Unauthorized Access,5/31/23,5/31/23,CareSource,,581,Health,"2,024",0,0,64,OH,"15,577",,"2,024",2024,500-999,Jan-99,27,27,FALSE,27,FALSE,0,OH
7/11/23,8/31/23,Cyberattack,7/11/23,8/20/23,The Estée Lauder Companies Inc.,Other,"150,535",Business,"2,024",40,40,51,NY,"15,578",Cosmetic,"2,024",2024,"50,000-999,999",Jan-99,0,40,TRUE,,FALSE,Jan-99,NY
5/16/23,9/5/23,Unauthorized Access,2/28/23,7/2/23,Vivendi Ticketing US LLC d/b/a See Tickets,,"16,450",Business,"2,024",47,124,112,NY,"15,584",Entertainment,"2,024",2024,"10,000-49,999",100-199,77,124,TRUE,,FALSE,100-199,NY
